Thời gian	Tổ chức	Chức năng	Trọng số	Đt1	Đt2	Đt3	Đt4	ĐT	Điểm quy đổi	Tổng E	Xếp loại	Nhóm	Câu hỏi	Có/Không	Điểm câu hỏi	Chú thích	Minh chứng
2026-06-05 02:20:32	Nguyễn Hoài Sơn	Phát triển công nghệ	2%	10	0	0	0	10	0.2	29.6	D - Kém	DT3	Có tỷ lệ thương mại hóa của kết quả đầu ra đạt ngưỡng không?	Có	0		
2026-06-05 02:20:32	Nguyễn Hoài Sơn	Phát triển công nghệ	2%	10	0	0	0	10	0.2	29.6	D - Kém	DT3	Có tỷ lệ doanh thu/chi phí R&D đạt ngưỡng không?	Có	0		
2026-06-05 02:20:32	Nguyễn Hoài Sơn	Phát triển công nghệ	2%	10	0	0	0	10	0.2	29.6	D - Kém	DT3	Có doanh nghiệp khởi nghiệp sáng tạo/spin-off hình thành trong 3 năm gần nhất không?	Có	0		
2026-06-05 02:20:32	Nguyễn Hoài Sơn	Phát triển công nghệ	2%	10	0	0	0	10	0.2	29.6	D - Kém	DT4	Có nâng cao năng lực công nghệ cho doanh nghiệp không?	Có	0		
2026-06-05 02:20:32	Nguyễn Hoài Sơn	Phát triển công nghệ	2%	10	0	0	0	10	0.2	29.6	D - Kém	DT4	Có tác động xã hội/môi trường được chứng minh không?	Có	0		
2026-06-05 02:20:32	Nguyễn Hoài Sơn	Phát triển công nghệ	2%	10	0	0	0	10	0.2	29.6	D - Kém	DT4	Có tác động nâng cao năng lực công nghệ của lĩnh vực nghiên cứu không?	Có	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT1	Có ban hành hướng nghiên cứu mới và có căn cứ gắn với công nghệ chiến lược/công nghệ mới nổi không?	Không	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT1	Có từ 02 đề tài/công bố khoa học gắn trực tiếp với hướng nghiên cứu mới không?	Có	2		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT1	Có nhóm nghiên cứu chuyên trách hoặc kế hoạch đào tạo phục vụ hướng mới không?	Có	2		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT1	Có hạ tầng hoặc liên kết hạ tầng phục vụ hướng nghiên cứu mới không?	Có	2		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT1	Lãnh đạo có chỉ đạo triển khai hướng nghiên cứu mới bằng quyết định/kế hoạch/chỉ tiêu không?	Có	2		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT1	Có hợp tác nghiên cứu với đối tác phù hợp, có triển khai và có vai trò rõ ràng không?	Có	5		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT1	Có quy chế liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT2	Có công bố quốc tế đạt ngưỡng tính điểm không?	Có	6		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT2	Có chỉ số FWCI/H-index đạt ngưỡng đánh giá không?	Có	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT2	Có ấn phẩm khoa học trong nước/sách/báo cáo hội nghị đạt ngưỡng không?	Không	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT3	Có số công bố quốc tế/FTE đạt ngưỡng so với trung bình quốc gia không?	Có	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT3	Có chi phí trung bình cho mỗi công bố đạt ngưỡng hiệu quả không?	Không	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT3	Có tỷ trọng chi cho nhóm nghiên cứu mạnh đạt ngưỡng không?	Không	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT4	Có tác động đến định hướng học thuật không?	Có	10		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT4	Có kết quả được sử dụng trong đào tạo đại học/sau đại học không?	Có	3		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu cơ bản	50%	18	6	0	13	37	18.5	48.5	C - Trung bình	DT4	Có vai trò trong chương trình KH&CN/ĐMST không?	Không	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT1	Có định hướng nghiên cứu mới gắn với công nghệ chiến lược/mới nổi không?	Có	10	Có (10) Nghiên cứu ứng dụng Protein tái tổ hợp cho chẩn đoán bệnh dị ứng tại Việt Nam; Nghiên cứu ứng dụng Probiotics chăm sóc sức khỏe đường ruột trên người.Có (10)  Ứng dụng vi sinh vật cho phát triển nông nghiệp xanh và xử lý môi trường.  Khác giai đoạn 2021-2023: Từ định hướng ứng dụng vi sinh vật trong bảo vệ môi trường và ứng phó với biến đổi khí hậu sang định hướng ứng dụng vi sinh vật cho phát triển nông nghiệp xanh và xử lý môi trường  	
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT2	Có công bố khoa học đạt ngưỡng không?	Có	10		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT2	Có sáng chế/giải pháp hữu ích/đơn đăng ký được chấp nhận không?	Có	10		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT2	Có mô hình thử nghiệm/thông số kỹ thuật đạt ngưỡng không?	Có	10		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT3	Có năng suất sở hữu trí tuệ/FTE đạt ngưỡng không?	Có	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT3	Có chi phí trung bình cho mỗi kết quả công nghệ/IP đạt ngưỡng không?	Không	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT3	Có tỷ lệ doanh thu bên ngoài trên tổng doanh thu đạt ngưỡng không?	Có	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT4	Có kết quả nghiên cứu được tiếp nhận/sử dụng/phát triển tiếp không?	Có	10		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT4	Có kết quả được dùng làm căn cứ ban hành tiêu chuẩn/định mức kỹ thuật ngành không?	Không	0		
2026-06-04 08:59:02	Viện Vi sinh vật và Công nghệ sinh học, ĐHQGHN	Nghiên cứu ứng dụng	50%	20	30	0	10	60	30	48.5	C - Trung bình	DT4	Có mô hình/báo cáo/sản phẩm thúc đẩy liên kết viện-trường-doanh nghiệp không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT1	Có ban hành hướng nghiên cứu mới và có căn cứ gắn với công nghệ chiến lược/công nghệ mới nổi không?	Có	2		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT1	Có từ 02 đề tài/công bố khoa học gắn trực tiếp với hướng nghiên cứu mới không?	Có	2		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT1	Có nhóm nghiên cứu chuyên trách hoặc kế hoạch đào tạo phục vụ hướng mới không?	Có	2		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT1	Có hạ tầng hoặc liên kết hạ tầng phục vụ hướng nghiên cứu mới không?	Có	2		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT1	Lãnh đạo có chỉ đạo triển khai hướng nghiên cứu mới bằng quyết định/kế hoạch/chỉ tiêu không?	Có	2		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT1	Có hợp tác nghiên cứu với đối tác phù hợp, có triển khai và có vai trò rõ ràng không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT1	Có quy chế liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT2	Có công bố quốc tế đạt ngưỡng tính điểm không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT2	Có chỉ số FWCI/H-index đạt ngưỡng đánh giá không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT2	Có ấn phẩm khoa học trong nước/sách/báo cáo hội nghị đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT3	Có số công bố quốc tế/FTE đạt ngưỡng so với trung bình quốc gia không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT3	Có chi phí trung bình cho mỗi công bố đạt ngưỡng hiệu quả không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT3	Có tỷ trọng chi cho nhóm nghiên cứu mạnh đạt ngưỡng không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT4	Có tác động đến định hướng học thuật không?	Có	10		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT4	Có kết quả được sử dụng trong đào tạo đại học/sau đại học không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu cơ bản	50%	20	0	0	10	30	15	25	D - Kém	DT4	Có vai trò trong chương trình KH&CN/ĐMST không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT1	Có định hướng nghiên cứu mới gắn với công nghệ chiến lược/mới nổi không?	Có	10		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT2	Có công bố khoa học đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT2	Có sáng chế/giải pháp hữu ích/đơn đăng ký được chấp nhận không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT2	Có mô hình thử nghiệm/thông số kỹ thuật đạt ngưỡng không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT3	Có năng suất sở hữu trí tuệ/FTE đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT3	Có chi phí trung bình cho mỗi kết quả công nghệ/IP đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT3	Có tỷ lệ doanh thu bên ngoài trên tổng doanh thu đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT4	Có kết quả nghiên cứu được tiếp nhận/sử dụng/phát triển tiếp không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT4	Có kết quả được dùng làm căn cứ ban hành tiêu chuẩn/định mức kỹ thuật ngành không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu ứng dụng	20%	20	0	0	0	20	4	25	D - Kém	DT4	Có mô hình/báo cáo/sản phẩm thúc đẩy liên kết viện-trường-doanh nghiệp không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT1	Có định hướng nghiên cứu rõ ràng, phù hợp và thích ứng với nhu cầu xã hội không?	Có	10		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT1	Có hợp tác nghiên cứu phù hợp, có triển khai và vai trò rõ ràng không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT1	Có cơ chế bảo đảm liêm chính khoa học và đạo đức nghiên cứu không?	Có	5		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT2	Có công bố khoa học đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT2	Có ấn phẩm khoa học đạt ngưỡng không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT2	Có kết quả nghiên cứu được đề xuất/kiến nghị trong hoạch định chiến lược/chính sách không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT3	Có kết quả nghiên cứu được áp dụng trong hoạch định chiến lược/chính sách/thể chế hóa không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT3	Có khả năng tư vấn, phản biện chính sách được minh chứng không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT3	Có ảnh hưởng trong cộng đồng nghiên cứu không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT4	Có tác động kinh tế - xã hội - môi trường không?	Có	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT4	Có tác động thay đổi nhận thức/thái độ/hành vi xã hội không?	Không	0		
2026-06-03 07:15:14	Trường Khoa học liên ngành và Nghệ thuật	Nghiên cứu chính sách KT-XH	30%	20	0	0	0	20	6	25	D - Kém	DT4	Có mức độ lan tỏa chính sách ra địa phương/ngành không?	Có	0		
